Unnamed: 0,Sentences,gay,black,lesbian,chinese,indian
1675,Colton Haynes was told he was 'too gay' when he got to Hollywood — and was coached to hide it,1,0,0,0,0
1676,‘LA N*****s’: Host sorry for ‘racial slur’,1,1,1,1,0
1677,Bloodhound Gang: Hooray For Boobies turns twenty - album review,0,0,0,0,0
1678,Sex Pistols interview: Steve Jones on punk and 1977,1,0,1,0,0
1679,Owner of Fanny's Cafe has post advertising faggots removed from Google over 'offensive language',0,0,0,0,0
1680,Latino/latina husband and wife brewery owners share the ingredients of a successful business,0,0,0,0,0
1681,Latinos own and disown 'Hispanic' in journey to harness identity,0,1,1,1,1
1682,"Negro League Bobblehead Dolls Honor Newark Eagles, Other Teams",0,0,1,0,0
1683,Boruto Could Fix Naruto's Biggest Missed Opportunity by Making Sarada Gay,1,0,1,0,0
1684,Why Do Dogs Tilt Their Heads? New Study Offers Clues,0,0,0,0,0
1685,Worst Opinion of the Week: Lying Is Bad (Unless You Pay Facebook to Do It),1,0,1,0,0
1686,Doctors warn men to get COVID vaccination: 'Do it for your penis',0,0,0,0,0
1687,'Antigone: A New Trans Play' shows the universality of Greek tragedy,1,0,0,0,1
1688,'Orange is the New Black': Check out the show's weirdest sex scenes ever – Film Daily,1,0,1,0,0
1689,The Tricky Tragedy of Euphoria's Cal Jacobs,1,1,1,1,1
1690,Trump names the first openly gay person to a cabinet-level position | TheHill,1,0,0,0,0
1691,From Bondage to Freedom | Author profiles Thaddeus Stevens as a leader in the anti-slavery movement,0,0,0,0,0
1692,"It is not unreasonable for a taxpayer whether politically left, right or centre, to ask that the operation and rule makincg of this QUANGO  be open, transparent and accountable.",1,0,0,1,0
1693,CMS program to prepare Latino teachers to become principals struggles to meet its goals,0,0,0,0,0
1694,Cardi B wears sheer bodysuit and helmet-style mask at Paris Fashion Week,0,0,0,0,0
1695,Kristen Wiig and Annie Mumolo Go for the Oscars With Song ‘I Love Boobies’ From ‘Barb and Star Go to Vista Del Mar’ (EXCLUSIVE),0,0,0,0,0
1696,"Gay students protected, but trans students could still be expelled",1,0,1,0,0
1697,Harmless side effect from the COVID vaccine could prompt irregular breast scan,0,0,1,0,0
1698,Letters to our younger selves: Dr. Tyonne Hinson - Boston Children's,0,0,0,0,0
1699,"Arcane teased queer relationships, but season 2 can do better",1,0,1,0,0
1700,Nyle DiMarco Is Joining the Cast of the 'Queer As Folk' Reboot,0,0,1,0,1
1701,'Spider-Man: No Way Home' could have hit $2 billion at the global box office if it were released in China,0,0,0,0,0
1702,Stanley Black & Decker Inc. stock underperforms Monday when compared to competitors,0,0,0,0,0
1703,Trump's Press Sec: He Called Me to Insist His Penis Wasn't Toadstool-Shaped,0,0,0,0,0
1704,"Up, Up, and a Gay: Naomi Takes a Chill Approach to the Superhero's Fluid Sexuality",1,0,1,0,0
1705,Meet the oldest bisexual in the world,1,0,1,1,1
1706,Why Did It Take Matt Damon's Daughter to Stop Him Calling Gay Men 'the F-Slur'?,1,0,1,0,0
1707,Indian American Nabeela Syed running for Illinois...,0,0,0,0,0
1708,"Air Canada's Motto == We are not happy until you are not happy"" enough said!",0,0,0,0,0
1709,Superhero films must catch up on LGBT representation,1,0,1,0,0
1710,Coronavirus closures reveal vast scale of China’s secretive wildlife farm industry,0,0,0,0,0
1711,Black History Month: Negro League Baseball,0,1,0,0,0
1712,Carter G. Woodson,0,1,0,1,1
1713,How BET Made Black History Month ‘Queer As F**K!’,1,1,1,0,0
1714,"Hey MLB, how about the Negro Leagues? - Off The Bench",0,1,0,0,0
1715,Shhhhhhhh.....kids don't want to hear that.,0,1,1,0,1
1716,'I was deeply in love with my non-lesbian best friend for years',1,0,1,0,0
1717,Shared Trauma Underpins Sikh-Muslim Solidarity in Kashmir,1,0,1,0,1
1718,Florida’s Andrew Gillum on Ron DeSantis: “racists believe he’s a racist”,1,1,1,0,0
1719,Ban on Boobies: Business trademarks term 'Boobie' forcing others to rebrand,0,0,0,0,0
1720,St. Louis County To Pay $10.25 Million To Settle Wildhaber's Gay Discrimination Suit,0,0,0,0,0
1721,Opinion | Why Bisexuals Should Come Out and Embrace the Label,1,0,1,0,0
1722,So Everett wants to attract new businesses in the same area where a possible second methadone treatment center may be located?,0,0,0,0,0
1723,'American Born Chinese' Disney+ Series Adds Michelle Yeoh & More to Cast,0,0,0,1,0
1724,The war on drugs puts a target on China,0,0,0,1,0
1725,A Very Brief & Exciting History Of The C-Word On Television,1,0,0,0,0
1726,Boobies Boys grant scholarship to Grammar School student,0,0,0,0,0
1727,Pam & Tommy gives Sebastian Stan a talking penis that needed 4 puppeteers,0,0,0,0,0
1728,Why the n-word doesn't go away,1,1,1,1,1
1729,NEWSFLASH | Chinese President Xi Jinping Declares Beijing Olympics Open,0,0,0,0,0
1730,"From Jan Breman, a Treasure Trove of Essential Analysis on Labour, Bondage and Capitalism",0,0,0,0,0
1731,Why is everyone suddenly using the C-word?,0,1,0,1,1
1732,"Veins on breast: Causes, treatment, and when to seek help",0,0,1,0,0
1733,How Indiana Republican lawmakers changed their sights from gay rights to trans issues,1,0,0,0,0
1734,"February 2022: What's New and Gay on Netflix, Hulu, Peacock, HBO Max, AMC+, Disney+ and Amazon Prime Video",0,0,0,0,0
1735,Top Bisexual Dating Apps & Websites For Men And Women in 2021,1,0,0,0,0
1736,"If corruption reigns supreme, Christy is a shoo-in for another four years.",0,0,0,0,0
1737,Is Penis Size Genetic?,1,0,0,0,1
1738,Library denied funding for gay books raises money with help of furries,0,0,0,0,0
1739,Kauai Is a Perfect Tropical Getaway to Unplug,1,0,1,0,0
1740,White Hollywood's Romance with the N-Word,1,0,1,1,1
1741,Her powerful breast cancer message began with a T-shirt,0,0,1,0,0
1742,Which Real Lesbian Bars Would American Girl Dolls Have Visited?,0,0,1,0,0
1743,New anti-trans bills are trying to ban youth medical treatments in Republican-led states,0,0,0,0,0
1744,Lady Gaga's Wildest 'House of Gucci' Oscar Campaign Moments,0,0,1,0,0
1745,Hate-filled NYC teen attacks trans girl after online slurs,0,0,1,0,0
1746,LGBT Identification Rises to 5.6% in Latest US Estimate,1,0,0,0,0
1747,Roddy Ricch – ​late at night Lyrics,1,1,0,0,0
1748,Young LGBT+ people afraid to report sexual assault because of prejudice,1,0,1,0,0
1749,Questioning your sexuality? Bisexual men say one action is critical,1,1,1,0,0
1750,"Actress Rosario Dawson comes out as bisexual, expresses solidarity with LGBTQ+ community",1,1,1,0,0
1751,Online ‘Auction’ Is Latest Attack on Muslim Women in India,0,0,1,0,0
1752,‘I kind of see it as a red flag’: TikToker says date called her ‘c*nt’ in message meant for his friend,0,0,0,0,0
1753,Winter Olympics Mark All Too Rare Step Forward for Trans Athletes,0,0,0,0,0
1754,"What's the difference between Hispanic, Latino and Latinx?",1,1,1,1,1
1755,Riz Ahmed backs study that finds Muslims underrepresented in Hollywood,1,0,1,0,1
1756,"Why Do Men Use The Word ""Fag?""",1,0,0,0,0
1757,Last Night in Soho review: A stylish thriller full of Edgar Wright’s obsessions,1,0,1,0,0
1758,Lesbian Bars Are Disappearing. Gossip Grill Paves a Way to Survive,0,0,1,0,0
1759,'Historic': White House pitches Build Back Better's help for Latino families,0,0,0,0,0
1760,Why observing the birds of the Galapagos is a strange but rewarding task,1,0,0,0,0
1761,Slave labor rises in 2021 in Brazil as COVID-19 increases poverty,0,0,0,0,0
1762,Find love — or a few new friends — at this Charlotte plant shop’s Queer Mixer,1,0,1,0,0
1763,This Morning viewers in hysterics as toddler speaks about 'mummy's boobies' during live interview,0,0,0,0,0
1764,The Hard History Behind the Capitol Insurrection | The Takeaway,0,1,1,0,0
1765,Patrons say ‘bye’ to Belle’s as Basix turns chapter as Cedar Rapids’ only LGBTQ bar,0,0,1,0,0
1766,South Asian eateries in U.S. distinguishing cuisine from 'Indian food' umbrella,0,0,0,1,1
1767,National Council Of Negro Women Honor…,0,1,1,1,1
1768,"Macron Meets Putin, Peng Interview, Fight Club Backlash",0,0,0,0,0
1769,Telling Trans Stories: Jeremiah - HRC,1,1,1,1,1
1770,New York State students protest Indian citizenship law that excludes Muslims,0,0,0,0,0
1771,"The BC Liberals are in for a name change.""",0,0,1,0,1
1772,"I'm totally in support of protecting the environment in as many ways we can, however what other choices are there for picking up the dog poop on our daily walks?",0,0,0,0,0
1773,The am-Bi-guity in being bisexual,1,1,1,1,1
1774,"A Cop Harassed Her For Being a Lesbian. When She Complained, She Was the One Arrested",0,0,1,0,0
1775,"This Woman Traveled To Every Country On Earth. Here's How She Did It (And You Can, Too)",0,0,0,0,0
1776,Justin Thomas to undergo 'better person training' after homophobic slur,1,0,1,0,0
1777,'Always derogatory'? Germany battles over the N-word,0,1,1,0,0
1778,Hundreds rally in support of trans student outed in a bitter election,0,0,0,0,0
1779,"Is the south Indian idli from Indonesia, Gujarat or the Arab world?",1,1,1,1,1
1780,"Pushing Party for Alex Morse Accountability, Mass. Democrat Is Called “F****t”",0,0,0,0,0
1781,"Middle Eastern and North African Americans may not be perceived, nor perceive themselves, to be White",1,1,1,1,1
1782,"Mary McLeod Bethune a trailblazer for civil rights, education and racial harmony",0,1,1,0,0
1783,Iowa town translates its diverse population into a majority Latino city council,0,1,0,0,0
1784,What happened to me was nothing – the nothing women know all too well,0,0,1,0,0
1785,"John Fagot, Legendary Promo Exec for Columbia, Capitol and Hollywood Records, Dies At 78",0,0,0,0,0
1786,"Denver’s only lesbian bar is being sued for racial discrimination, unfair pay",1,0,1,0,0
1787,COVID-19 increased censorship circumvention and access to sensitive topics in China,0,0,0,1,0
1788,‘A trailblazing queer writer’: Carmen Maria Machado on They by Kay Dick,1,1,1,0,0
1789,"Banned Twitch streamers defend slurs, but say language has evolved",0,0,1,0,0
1790,Another Problem for 'Latinx',1,1,1,1,1
1791,"""Innocent Until Proven Muslim"" reveals the monster under the bed — Tone Madison",0,0,0,0,0
1792,Jason Mohammad: ‘I was spat at for being Muslim. That’s just how it was’,1,1,1,0,0
1793,Berlin Fashion Week sees models walk the runway in latex bondage-inspired outfits...,0,0,0,0,0
1794,Chinese Lunar New Year: The history and how it's celebrated,0,0,0,1,0
1795,EXPLAINER: How China got blue skies in time for Olympics,0,0,0,1,0
1796,Opinion | A Woman Surpassed $1 Million on 'Jeopardy!' and She Happens to Be Trans,0,0,1,0,0
1797,45th session of the Supreme Council of the Muslim World League kicks off,0,0,0,0,1
1798,Local Black museum telling the 'stories before slavery',0,1,0,0,0
1799,"Sunak plans pool, gym and tennis court at his mansion while cutting benefits",0,0,0,0,0
1800,Latino civil rights organization drops 'Latinx' from official communication,0,0,1,0,0
1801,US ambassador: China trying ‘to distract us’,0,0,0,1,0
1802,CNN anchor responds to profanity-laden comments from streamer Hasan Piker,1,0,0,0,0
1803,"For one Colorado trans woman, long-term care was her only option for housing — but getting in was an eight-month struggle",0,0,0,0,0
1804,Monks cut ties with Catholic school after lesbian lacrosse coach's hiring,0,0,1,0,0
1805,"Review: In ‘Tambo & Bones,’ a Minstrel’s Guide to Making Money",0,0,0,0,0
1806,South African TV Star Sade Giliberti on Mental Health and Queer Representation,1,1,1,0,0
1807,Meet Your Maker: Leo Bañuelos infuses queer identity into his skateboard films,1,0,0,0,0
1808,Dave Chappelle Jokes on DaBaby's Homophobic Comments,1,1,1,0,0
1809,Hindu Right Groups Threaten Gujarat Bus Operators Who Stop at Muslim-Owned Dhabas,0,0,0,0,0
1810,"Super Bowl 2022 live stream: How to watch online, date, time, show performers, and more",0,0,0,0,0
1811,40 Weird And Funny Pics From This Facebook Page Prove That Humans Are Unlike Any Other Species,1,0,0,0,0
1812,'Queer Eye' star Bobby Berk surprises his parents with a sweet home makeover,0,0,0,0,0
1813,Why Are My Breasts Uneven?,1,1,1,1,1
1814,'Almost impossible': Latinos open businesses faster than any other group but face hurdles,0,0,0,0,0
1815,"And Just Like That writer on Harry's ""substantial penis"" size",1,0,0,0,0
1816,"Black History Month Spotlight: Leye Oyetunji Models, Spreads Joy Among Clinicians",0,0,1,0,0
1817,Gays and lesbians are abandoning the LGBTQIAA+ movement,1,1,1,0,0
1818,"Antisemitism affects our LGBTQ community, too",1,1,1,0,0
1819,Penis Enlargement Pills: Do They Work?,1,0,1,0,0
1820,The “Angry Black Woman” Stereotype at Work,0,1,1,0,0
1821,"""Two government sources insist the threat has nothing to do with U.S. President Donald Trump; they say it’s a one-off, specific action related to one dispute, and one Democratic senator in one state.""",0,0,0,0,0
1822,‘Hit the N—– Baby’ – the 1880s game allowing players to hurl objects at Afric...,0,0,0,0,0
1823,If Le Pen loses this weekend I wonder how many journalists will claim it was because of misogyny?,0,0,1,0,0
1824,"What Is Bisexuality? Plus, How to Know If You're Bi | Shape",1,1,1,0,0
1825,More straight than gay people are being diagnosed with HIV for first time in a decade,1,0,0,0,0
1826,Martin Dihigo,1,1,1,1,1
1827,"Fewer than 1% of UK university professors are black, figures show",0,1,0,0,0
1828,Opinion | Muslims Should Disarm Islamophobia With Kindness,0,0,1,0,0
1829,Queer Retellings Coming Out in 2022,1,0,1,0,1
1830,Young Thug – Die Slow Lyrics,1,0,0,0,0
1831,Organiser of bondage show at Adelaide Fringe Festival is pictured wearing a Ku Klux Klan hood,0,0,0,0,0
1832,Town Hall Nirvana: Breaking Down Episode 3 of ‘Succession’,0,0,0,0,0
1833,'It's not acceptable': Darren Kennedy calls out homophobic incident in Dublin,1,1,1,0,0
1834,Billy Porter: ‘Come and get me. I’m done being afraid for just existing on the planet’,0,0,0,0,0
1835,"Jack Woolley, Irish Olympic martial artist, comes out as bi",0,0,0,0,0
1836,Black Mississippi senators walk out in protest over critical race theory ban,0,0,0,0,0
1837,Celebrate 29 Days of Black Queer Excellence | News,1,1,1,0,0
1838,Latest Punjabi Song 'Punjabi Nigga' Sung By Rav Dosanjh,0,0,0,0,1
1839,Is a new draft law in the Maldives aimed at muzzling criticism of India?,1,0,0,0,0
1840,"Matt Gay Stats, Bio, Super Bowl History, Contract, Career Earnings and More Ahead of Super Bowl 56 in 2022",0,0,0,0,0
1841,Kristen Stewart and Margot Robbie together have inifinite queer energy,1,1,1,1,1
1842,OPINION: Censors love to target comics such as 'Maus.' Here's why.,1,0,1,0,0
1843,"On Galápagos, Revealing the Blue-Footed Booby’s True Colors",1,1,1,1,1
1844,Lesbians stand by trans women in open letter after 'dangerous' BBC article,0,0,1,0,0
1845,Why we wear the hijab,0,1,0,0,1
1846,Ottawa protests: tensions grow as ‘intolerable’ truck blockade paralyzes Canada capital,0,0,0,0,0
1847,Commerce Dept. Adds 33 Chinese Companies to Red Flag List,0,0,0,1,0
1848,2020 Census: Many Latinos Identified With 'Some Other Race',1,1,0,1,1
1849,"Brown, Desi, South Asian: Diaspora reflects on the terms that represent, erase them",0,1,1,1,1
1850,This Bisexual Speed Skater Just Made Olympic Medal History,1,0,0,0,0
1851,How to talk about trans rights,1,1,1,1,1
1852,Talking About Anti-Black Racism: Muslims Need to Be Real About Change This Black History Month,0,1,1,0,0
1853,"Johnson & Johnson has to pay $8 billion after male breast growth linked to antipsychotic drug, jury says",0,0,0,0,0
1854,Mike Bloomberg Once Again Called Transgender People “It” And “Some Guy Wearing A Dress”,1,0,1,0,0
1855,The Trap Becomes a Retirement Home for 2 Chainz on ‘Dope Don’t Sell Itself’,0,0,0,0,0
1856,"I'm curious why you say ""fake news""?",1,1,1,1,1
1857,"Interim director of MSU's Native American Institute sues over sexual harassment, discrimination",0,0,1,0,0
1858,Australian-Chinese dual citizen being prosecuted for 'subversion' under Hong Kong's National Security Law,0,0,0,1,0
1859,IShowSpeed – Shake Lyrics,1,1,1,1,1
1860,'Fight Club' ending restored in China after cries of censorship,0,0,0,1,0
1861,Boruto Could Fix Naruto's Biggest Missed Opportunity by Making Sarada Gay,1,0,1,0,0
1862,"Middle Eastern and North African Americans may not be perceived, nor perceive themselves, to be White",1,1,1,1,1
1863,‘He Never Stated Regret Until He Was Forced To’: Joe Rogan’s Apologizes for Using the N-word After India Aire and Others Call Him Out,0,0,0,0,0
1864,Mark Ruffalo Receives Backlash For Tweet About Kyle Rittenhouse Verdict,1,0,1,0,0
1865,JoJo Siwa comes out as pansexual: 'My human is my human',1,1,1,1,1
1866,Am I Pansexual? 14 Things to Know If You're Questioning,1,1,1,0,1
1867,Structural Violence in the Queer Community: A Comparative Analysis of International Human Rights Protections for LBTIQ+ People,1,1,1,0,0
