,sent,preds
1227,Organiser of bondage show at Adelaide Fringe Festival is pictured wearing a Ku Klux Klan hood,0
1228,"Exclusive: 2022 could be most anti-trans legislative years in history, report says",0
1229,This is certainly a business oriented article.,0
1230,>>> All they had to do to comply was put the toddler on their lap.,0
1231,Kuroiwaj I'm sorry for you medical disabilities which you got serving in our armed forces in 'Nam.,0
1232,"Uh, I don't think that's the point of not accepting the ad.",0
1233,What an astonishingly ignorant man Trump is.,1
1234,Vatican City is a sovereign state.,0
1235,"Well, if i recall at least that one was BOT, so funded by private entitis until end of period.",0
1236,"Joe Rogan issues Saturday apology as clips surface showing him using N-word, comparing Black neighborhood to",0
1237,"Yes, You Can Be Queer And Nonbinary",0
1238,"Well, Yes.",0
1239,How to Talk About History? A Spurned Speaker Wonders How to Handle Incendiary Titles by Composer Julius Eastman,0
1240,HAHAHAHA!!!!,1
1241,Activists have taken control of our government.,0
1242,Pretty much,0
1243,Wouldn't it be easier for the UK to join the EFTA?,0
1244,Avon Police Department to swear in two new officers,0
1245,I agree that MSP is a tax.,0
1246,Fanny's faggots haven't gone down well after Google bans advert,1
1247,"Inside Whitney Houston’s secret torment for being gay, falling for a woman",0
1248,"Mattel Expands He-Man Origins Line to Celebrate Black, Latino and Asian Masters of the Universe",0
1249,Excellent!,0
1250,"I make my bisexuality clear to new dates. With most women, that disclosure signals the end",0
1251,Pakistan's Textile Exports to Surge as Orders Move From Rivals,0
1252,"Here's why I hope that Macron wins, as quoted from the article:
"".... he vowed to be a non-politician, “neither right nor left.”

So refreshing to hear of a politician who doesn't dogmatically cling to a particular doctrine, regardless on the which side of the political spectrum it lies, and regardless of how foolish, outdated or irrational such doctrine might be in today's world.",0
1253,Enter the world of Diet Paratha's South Asia-drenched culturescape,1
1254,Queer Square Mile - two centuries of diverse Welsh storytelling,0
1255,Super Specific | How the queer community found solace in Venom,1
1256,Yellowstone's 15 Best Lines From The Season 4 Premiere,0
1257,Nah.,0
1258,Boobies Boys grant scholarship to Grammar School student,0
1259,The Artist Dandy is Quite Influential With the Song 'PS2 JUNKIE VIDEO'. Lets' Hear How Does He Feel About the Song,0
1260,Really?,0
1261,Smokey Joe Williams,1
1262,Opinion | My Trans Journey Through Passport,0
1263,Reds' Hall of Fame honors Latin influence with '¡Los Rojos!' exhibit,0
1264,"MLK speakers: Embrace, occupy your Black stories | Cornell Chronicle",0
1265,Looking forward to pumping jams on the deck at 49th tonight!,0
1266,Our bartender: Toronto's queer communities are rallying for 'cherished matriarch' Patricia Wilson,0
1267,Sore breasts before period: Causes and treatment,0
1268,i think many people didnt know that hrc's comments were in response to a reporters questions.,0
1269,"Or, you could just play it safe and never buy a Hyundai/Kia product, ever.",0
1270,Still almost nothing about Canada falling to 22nd place in World Press Freedom at the paper which repeatedly endorsed the Federal Government whose policies largely resulted in this occurence.,0
1271,"No point in asking the leader of the opposition in BC, what he'd do.",0
1272,It's so easy to lie these days.,0
1273,I don't believe for a minute that the family will not have to pay for all those tests.,0
1274,Trans-Atlantic and trans-Pacific dialogue: Alliances at crossroads,0
1275,"If you’re thirsty for virtual boobies but broke, the free-to-play version of DOAX 3 is out now",1
1276,Former Corrie star dazzles at her Bye Bye Boobies event as she prepares for double mastectomy,0
1277,Day 3 of the 2022 Beijing Winter Olympics: Live news and results,0
1278,"Very few of these profits are taxed,  if CRA would do their job the tax burden on ordinary people would be less.",0
1279,"Job vacancies at The Highlands, Uckfield, and The Cock, Ringmer",0
1280,"About the same number of journalists who claim that people who don't like Sarah Palin, or didn't like Margaret Thatcher, are misogynists.",0
1281,"All 285 Jay-Z Songs, Ranked From Worst to Best",0
1282,It may be the egos of many candidates.,0
1283,This mother wanted her son to have photos to understand her breast cancer journey,0
1284,Logic - just another tool of the male oppressor - how dare you!,1
1285,""" Macron campaign hacked, e-mails leaked days before French presidential election "" or ...... making excuses for Macrons upcoming defeat ....... sound familiar ?",0
1286,"Has anybody thought about running this guy, Fang, out of town?",1
1287,Alicia Keys Reacts To Janet Jackson's Admitted Lesbian Crush,0
1288,'Antigone: A New Trans Play' shows the universality of Greek tragedy,0
1289,Michael O'Leary: Ryanair boss criticised for Muslim profiling comments,0
1290,4 KC Royals retired numbers: Who also wore them?,0
1291,Faggots and peas advert banned by Google for ‘inappropriate and offensive content’,1
1292,Hmmm the Liberal Party of Canada given access to billions of bank funds.,0
1293,incorrect.,0
1294,"I'm curious why you say ""fake news""?",1
1295,Christy Clark took campaign donations from the US lumber baron leading the lobby to kill our softwood industry and donations from the Trump Tower owner.,0
1296,NBA basketball.,0
1297,Alleged Islamic State member Lisa Smith told gardaí that prosecution witness was a 'liar' – trial hears,0
1298,"Fruit Salad Open Mic Night Moves To Dorothy Bar, Creating LGBTQ+ Hub In Ukrainian Village",0
1299,"""confusing the faithful""  It's time for the hierarchs to retire that phrase.",0
1300,Green is the new black when it comes to investment opportunities -,0
1301,"Many Gays, Lesbians Still Don't Believe Male Bisexuality Is Real",0
1302,I've been saying for years to close it because you have cars cutting in and out from the Kinau on ramp and Punahou off ramp.,0
1303,OK.,0
1304,Natti Natasha almost got the “boobies” wearing a rather bizarre outfit,0
1305,J. Cole – ​interlude Lyrics,0
1306,Meet the Louisville Unions: the city's little-known Black baseball team from 1908,0
1307,Sundance 2022 presents a broader queer scope for an expanded global audience,0
1308,Google bans cafe's advert for traditional faggots after deeming it 'inappropriate and offensive',0
1309,FPCHS Junior Jack Petocz Receives National Attention for Efforts Against Book Bans,0
1310,"Hamtramck City Council will be all Muslim, likely first in US, in January",0
1311,Think you might be bisexual? Here's how to work it out,0
1312,"Frankly Rob, I'm shocked that you're suggesting bonds as a way to position a portfolio for a decline in real estate prices.",0
1313,Itchy Breast or Nipple: Causes and Treatments,0
1314,"If Your Penis-Having Partner Can Feel Your IUD, Try This",1
1315,"No substantive remarks by the candidates
Lots of rhetoric 
They just want the salary 
Unfortunate
Hawaii  school district is too large",0
1316,Newport News School Board narrowly votes to pass protections for transgender students,0
1317,California will save the U.S.?,0
1318,"http://www.oregonlive.com/ducks/index.ssf/2016/09/penalties_continue_to_add_up_f.html
Hunt was a major offender as well.",0
1319,Sally Wainwright defends her Last Tango in Halifax 'dead lesbian' storyline,0
1320,"Greens councillor accused of starting fight, launching homophobic tirade",0
1321,Hear what four Minnesota composers did with their $25K McKnight Fellowships,0
1322,"One must wonder, were the rabbit have been such size, how much damage it would have done unto the group searching for the holy grail, rather than the house sized bunny that took out so many....

Just sayin'......",0
1323,"""McGrath finds 119 former lobbyists in the Obama administration.",0
1324,"""Since we have the same medical technology we can deduce it is because of universal health care.""",0
1325,Are you listening Alaska legislature?,0
1326,Well said!,0
1327,"Grizzle Cock 17L25989. Winner on the Road and DIRECT from ""DE69"" the No.1 Son of ""THE BOX 9 PAIR""",0
1328,"Geez, this whole turn of events sounds like a Tom Clancy novel, minus the flying bullets and weaponry.",0
1329,It's unfortunate but I think correct that the large unions did well in the 90s.,0
1330,"Putin likely emboldened by how the Russian cyber force was able to impact the U.S. elections, so he figured if it worked once, why not try again.",0
1331,"Feds are going to waste millions of dollars on this and any resulting court cases, which will take years and go to SCOTUS.",1
1332,Have you forgotten what happened last time the Dippers held power?,0
1333,"""As amazing as Baldry allowing her evasiveness to go unchallenged.""",0
1334,Ditto.,0
1335,I was just at St Agnes today.,0
1336,Do Lesbian Breakups Really Hit Harder?,0
1337,Definitely not the work of the Special Decapitation Unit.,0
1338,I'm Dating Someone Outside My Muslim Religion—And I Have Religious Guilt,0
1339,Sheila Hudson  is in Cottage Grove.,0
1340,I do have my beer and popcorn at the ready to partake in chuckling as the stories of the deep ecology ninnies roll in about how they feel the buyers remorse over these electrobuggies.,0
1341,What Dave Chappelle gets wrong about trans people and comedy,0
1342,He needs the Wall Street cash........ it's his turn to lease the yacht next time.,0
1343,It's funny how after so many years has not lost its actuality.,0
1344,Russia is successfully destroying Western civilization by getting extremist candidates elected.,0
1345,Just swell.,0
1346,"If Bernier threatens to dismantle your initiative destroying, economy wrecking entitlements then God bless him.",0
1347,This gay couple climbed 65 mountains in one year to celebrate turning 65,0
1348,'Yellowjackets' star Jasmin Savoy Brown to play first queer 'Scream' character,0
1349,"with all the other soaring costs, regulations etc that wynnie and co have and continue to add it wont make a difference so yes you are right, there will still be no investment here as long as have liberals running the show.",0
1350,She understands she has as much right to demand that people stop defaming her client as they have to express their views about her client in the first place.,0
